lot_number,item_description
LBL113221,BatchA
LBL113222,BatchB
LBL113223,BatchC
LBL113224,BatchC
LBL113225,BatchC
LBL113226,BatchC
LBL113227,BatchA
LBL113228,BatchB
LBL113229,BatchC
LBL113230,BatchA
LBL113231,BatchC
LBL113232,BatchA
LBL113233,BatchA
LBL113234,BatchB
LBL113235,BatchA
LBL113236,BatchA
LBL113237,BatchB
LBL113238,BatchB
LBL113239,BatchC
LBL113240,BatchA
LBL113241,BatchC
LBL113242,BatchC
LBL113243,BatchA
LBL113244,BatchB
LBL113245,BatchA
LBL113246,BatchA
LBL113247,BatchC
LBL113248,BatchB
LBL113249,BatchA
LBL113250,BatchC
LBL113251,BatchC
LBL113252,BatchA
LBL113253,BatchC
LBL113254,BatchC
LBL113255,BatchB
LBL113256,BatchA
LBL113257,BatchC
LBL113258,BatchB
LBL113259,BatchC
LBL113260,BatchA
LBL113261,BatchB
LBL113262,BatchC
LBL113263,BatchC
LBL113264,BatchA
LBL113265,BatchB
LBL113266,BatchB
LBL113267,BatchC
LBL113268,BatchB
LBL113269,BatchA
LBL113270,BatchC
LBL113271,BatchA
LBL113272,BatchC
LBL113273,BatchC
LBL113274,BatchB
LBL113275,BatchA
LBL113276,BatchB
LBL113277,BatchB
LBL113278,BatchC
LBL113279,BatchB
LBL113280,BatchA
LBL113281,BatchA
LBL113282,BatchB
LBL113283,BatchB
LBL113284,BatchA
LBL113285,BatchB
LBL113286,BatchC
LBL113287,BatchA
LBL113288,BatchA
LBL113289,BatchA
LBL113290,BatchB
LBL113291,BatchA
LBL113292,BatchB
LBL113293,BatchA
LBL113294,BatchB
LBL113295,BatchC
LBL113296,BatchA
LBL113297,BatchC
LBL113298,BatchC
LBL113299,BatchB
LBL113300,BatchA
LBL113301,BatchC
LBL113302,BatchA
LBL113303,BatchA
LBL113304,BatchB
LBL113305,BatchB
LBL113306,BatchB
LBL113307,BatchC
LBL113308,BatchC
LBL113309,BatchC
LBL113310,BatchA
LBL113311,BatchA
LBL113312,BatchC
LBL113313,BatchB
LBL113314,BatchA
LBL113315,BatchC
LBL113316,BatchC
LBL113317,BatchA
LBL113318,BatchC
LBL113319,BatchA
LBL113320,BatchC
LBL113321,BatchB
LBL113322,BatchB
LBL113323,BatchC
LBL113324,BatchC
LBL113325,BatchC
LBL113326,BatchC
LBL113327,BatchA
LBL113328,BatchB
LBL113329,BatchB
LBL113330,BatchC
LBL113331,BatchA
LBL113332,BatchB
LBL113333,BatchB
LBL113334,BatchC
LBL113335,BatchC
LBL113336,BatchC
LBL113337,BatchC
LBL113338,BatchB
LBL113339,BatchB
LBL113340,BatchA
LBL113341,BatchA
LBL113342,BatchC
LBL113343,BatchA
LBL113344,BatchA
LBL113345,BatchB
LBL113346,BatchA
LBL113347,BatchB
LBL113348,BatchC
LBL113349,BatchC
LBL113350,BatchA
LBL113351,BatchC
LBL113352,BatchA
LBL113353,BatchA
LBL113354,BatchB
LBL113355,BatchB
LBL113356,BatchA
LBL113357,BatchA
LBL113358,BatchA
LBL113359,BatchA
LBL113360,BatchB
LBL113361,BatchC
LBL113362,BatchC
LBL113363,BatchB
LBL113364,BatchC
LBL113365,BatchA
LBL113366,BatchB
LBL113367,BatchC
LBL113368,BatchA
LBL113369,BatchB
LBL113370,BatchB
LBL113371,BatchA
LBL113372,BatchB
LBL113373,BatchC
LBL113374,BatchA
LBL113375,BatchA
LBL113376,BatchC
LBL113377,BatchC
LBL113378,BatchA
LBL113379,BatchB
LBL113380,BatchA
LBL113381,BatchA
LBL113382,BatchC
LBL113383,BatchC
LBL113384,BatchB
LBL113385,BatchA
LBL113386,BatchA
LBL113387,BatchB
LBL113388,BatchC
LBL113389,BatchB
LBL113390,BatchC
LBL113391,BatchA
LBL113392,BatchB
LBL113393,BatchA
LBL113394,BatchC
LBL113395,BatchC
LBL113396,BatchC
LBL113397,BatchA
LBL113398,BatchB
LBL113399,BatchB
LBL113400,BatchC
LBL113401,BatchC
LBL113402,BatchA
LBL113403,BatchC
LBL113404,BatchB
LBL113405,BatchC
LBL113406,BatchA
LBL113407,BatchA
LBL113408,BatchB
LBL113409,BatchA
LBL113410,BatchC
LBL113411,BatchC
LBL113412,BatchB
LBL113413,BatchC
LBL113414,BatchC
LBL113415,BatchA
LBL113416,BatchC
LBL113417,BatchC
LBL113418,BatchB
LBL113419,BatchB
LBL113420,BatchB
LBL113421,BatchB
LBL113422,BatchB
LBL113423,BatchB
LBL113424,BatchC
LBL113425,BatchB
LBL113426,BatchB
LBL113427,BatchC
LBL113428,BatchA
LBL113429,BatchA
LBL113430,BatchC
LBL113431,BatchA
LBL113432,BatchC
LBL113433,BatchA
LBL113434,BatchA
LBL113435,BatchB
LBL113436,BatchC
LBL113437,BatchC
LBL113438,BatchB
LBL113439,BatchC
LBL113440,BatchA
LBL113441,BatchA
LBL113442,BatchB
LBL113443,BatchB
LBL113444,BatchC
LBL113445,BatchC
LBL113446,BatchB
LBL113447,BatchB
LBL113448,BatchB
LBL113449,BatchC
LBL113450,BatchB
LBL113451,BatchC
LBL113452,BatchB
LBL113453,BatchB
LBL113454,BatchA
LBL113455,BatchA
LBL113456,BatchA
LBL113457,BatchC
LBL113458,BatchB
LBL113459,BatchA
LBL113460,BatchB
LBL113461,BatchB
LBL113462,BatchC
LBL113463,BatchC
LBL113464,BatchA
LBL113465,BatchB
LBL113466,BatchB
LBL113467,BatchB
LBL113468,BatchA
LBL113469,BatchC
LBL113470,BatchB
LBL113471,BatchC
LBL113472,BatchC
LBL113473,BatchC
LBL113474,BatchA
LBL113475,BatchA
LBL113476,BatchA
LBL113477,BatchB
LBL113478,BatchB
LBL113479,BatchA
LBL113480,BatchC
LBL113481,BatchC
LBL113482,BatchC
LBL113483,BatchB
LBL113484,BatchC
LBL113485,BatchA
LBL113486,BatchB
LBL113487,BatchC
LBL113488,BatchC
LBL113489,BatchA
LBL113490,BatchC
LBL113491,BatchC
LBL113492,BatchB
LBL113493,BatchA
LBL113494,BatchA
LBL113495,BatchC
LBL113496,BatchB
LBL113497,BatchA
LBL113498,BatchC
LBL113499,BatchA
LBL113500,BatchC
LBL113501,BatchB
LBL113502,BatchA
LBL113503,BatchC
LBL113504,BatchA
LBL113505,BatchC
LBL113506,BatchB
LBL113507,BatchA
LBL113508,BatchB
LBL113509,BatchC
LBL113510,BatchC
LBL113511,BatchC
LBL113512,BatchC
LBL113513,BatchB
LBL113514,BatchB
LBL113515,BatchC
LBL113516,BatchB
LBL113517,BatchC
LBL113518,BatchC
LBL113519,BatchA
LBL113520,BatchA
LBL113521,BatchB
LBL113522,BatchA
LBL113523,BatchA
LBL113524,BatchC
LBL113525,BatchC
LBL113526,BatchA
LBL113527,BatchA
LBL113528,BatchA
LBL113529,BatchB
LBL113530,BatchA
LBL113531,BatchA
LBL113532,BatchA
LBL113533,BatchA
LBL113534,BatchB
LBL113535,BatchA
LBL113536,BatchA
LBL113537,BatchB
LBL113538,BatchB
LBL113539,BatchC
LBL113540,BatchC
LBL113541,BatchB
LBL113542,BatchB
LBL113543,BatchC
LBL113544,BatchA
LBL113545,BatchA
LBL113546,BatchA
LBL113547,BatchC
LBL113548,BatchB
LBL113549,BatchA
LBL113550,BatchC
LBL113551,BatchA
LBL113552,BatchB
LBL113553,BatchC
LBL113554,BatchC
LBL113555,BatchA
LBL113556,BatchC
LBL113557,BatchC
LBL113558,BatchB
LBL113559,BatchA
LBL113560,BatchA
LBL113561,BatchC
LBL113562,BatchA
LBL113563,BatchA
LBL113564,BatchA
LBL113565,BatchB
LBL113566,BatchA
LBL113567,BatchC
LBL113568,BatchB
LBL113569,BatchC
LBL113570,BatchA
LBL113571,BatchC
LBL113572,BatchC
LBL113573,BatchB
LBL113574,BatchA
LBL113575,BatchA
LBL113576,BatchA
LBL113577,BatchA
LBL113578,BatchB
LBL113579,BatchA
LBL113580,BatchC
LBL113581,BatchA
LBL113582,BatchC
LBL113583,BatchC
LBL113584,BatchC
LBL113585,BatchB
LBL113586,BatchA
LBL113587,BatchB
LBL113588,BatchC
LBL113589,BatchC
LBL113590,BatchC
LBL113591,BatchC
LBL113592,BatchA
LBL113593,BatchB
LBL113594,BatchC
LBL113595,BatchC
LBL113596,BatchB
LBL113597,BatchB
LBL113598,BatchC
LBL113599,BatchC
LBL113600,BatchC
LBL113601,BatchB
LBL113602,BatchA
LBL113603,BatchB
LBL113604,BatchC
LBL113605,BatchB
LBL113606,BatchB
LBL113607,BatchC
LBL113608,BatchA
LBL113609,BatchC
LBL113610,BatchA
LBL113611,BatchB
LBL113612,BatchA
LBL113613,BatchB
LBL113614,BatchC
LBL113615,BatchA
LBL113616,BatchC
LBL113617,BatchC
LBL113618,BatchC
LBL113619,BatchC
LBL113620,BatchB
LBL113621,BatchB
LBL113622,BatchC
LBL113623,BatchB
LBL113624,BatchB
LBL113625,BatchA
LBL113626,BatchA
LBL113627,BatchB
LBL113628,BatchC
LBL113629,BatchA
LBL113630,BatchC
LBL113631,BatchB
LBL113632,BatchB
LBL113633,BatchB
LBL113634,BatchB
LBL113635,BatchC
LBL113636,BatchB
LBL113637,BatchA
LBL113638,BatchC
LBL113639,BatchC
LBL113640,BatchC
LBL113641,BatchC
LBL113642,BatchB
LBL113643,BatchC
LBL113644,BatchB
LBL113645,BatchA
LBL113646,BatchC
LBL113647,BatchC
LBL113648,BatchB
LBL113649,BatchB
LBL113650,BatchA
LBL113651,BatchC
LBL113652,BatchB
LBL113653,BatchC
LBL113654,BatchB
LBL113655,BatchB
LBL113656,BatchA
LBL113657,BatchB
LBL113658,BatchA
LBL113659,BatchA
LBL113660,BatchB
LBL113661,BatchB
LBL113662,BatchB
LBL113663,BatchA
LBL113664,BatchC
LBL113665,BatchA
LBL113666,BatchA
LBL113667,BatchC
LBL113668,BatchC
LBL113669,BatchA
LBL113670,BatchA
LBL113671,BatchA
LBL113672,BatchA
LBL113673,BatchA
LBL113674,BatchB
LBL113675,BatchB
LBL113676,BatchC
LBL113677,BatchC
LBL113678,BatchB
LBL113679,BatchC
LBL113680,BatchB
LBL113681,BatchB
LBL113682,BatchC
LBL113683,BatchA
LBL113684,BatchB
LBL113685,BatchB
LBL113686,BatchA
LBL113687,BatchA
LBL113688,BatchA
LBL113689,BatchA
LBL113690,BatchC
LBL113691,BatchB
LBL113692,BatchB
LBL113693,BatchA
LBL113694,BatchC
LBL113695,BatchC
LBL113696,BatchB
LBL113697,BatchC
LBL113698,BatchA
LBL113699,BatchA
LBL113700,BatchA
LBL113701,BatchC
LBL113702,BatchC
LBL113703,BatchB
LBL113704,BatchC
LBL113705,BatchB
LBL113706,BatchC
LBL113707,BatchC
LBL113708,BatchB
LBL113709,BatchC
LBL113710,BatchA
LBL113711,BatchA
LBL113712,BatchC
LBL113713,BatchA
LBL113714,BatchB
LBL113715,BatchB
LBL113716,BatchA
LBL113717,BatchC
LBL113718,BatchC
LBL113719,BatchB
LBL113720,BatchB
LBL113721,BatchB
LBL113722,BatchA
LBL113723,BatchB
LBL113724,BatchB
LBL113725,BatchA
LBL113726,BatchA
LBL113727,BatchC
LBL113728,BatchB
LBL113729,BatchA
LBL113730,BatchC
LBL113731,BatchA
LBL113732,BatchC
LBL113733,BatchB
LBL113734,BatchA
LBL113735,BatchC
LBL113736,BatchB
LBL113737,BatchA
LBL113738,BatchB
LBL113739,BatchA
LBL113740,BatchA
LBL113741,BatchB
LBL113742,BatchC
LBL113743,BatchA
LBL113744,BatchB
LBL113745,BatchC
LBL113746,BatchA
LBL113747,BatchB
LBL113748,BatchA
LBL113749,BatchB
LBL113750,BatchC
LBL113751,BatchC
LBL113752,BatchB
LBL113753,BatchC
LBL113754,BatchA
LBL113755,BatchC
LBL113756,BatchB
LBL113757,BatchC
LBL113758,BatchC
LBL113759,BatchA
LBL113760,BatchB
LBL113761,BatchA
LBL113762,BatchC
LBL113763,BatchC
LBL113764,BatchA
LBL113765,BatchA
LBL113766,BatchB
LBL113767,BatchC
LBL113768,BatchB
LBL113769,BatchA
LBL113770,BatchB
LBL113771,BatchC
LBL113772,BatchA
LBL113773,BatchA
LBL113774,BatchA
LBL113775,BatchC
LBL113776,BatchA
LBL113777,BatchC
LBL113778,BatchC
LBL113779,BatchA
LBL113780,BatchC
LBL113781,BatchC
LBL113782,BatchA
LBL113783,BatchC
LBL113784,BatchC
LBL113785,BatchB
LBL113786,BatchB
LBL113787,BatchB
LBL113788,BatchA
LBL113789,BatchC
LBL113790,BatchC
LBL113791,BatchB
LBL113792,BatchC
LBL113793,BatchC
LBL113794,BatchB
LBL113795,BatchA
LBL113796,BatchC
LBL113797,BatchC
LBL113798,BatchB
LBL113799,BatchC
LBL113800,BatchC
LBL113801,BatchC
LBL113802,BatchC
LBL113803,BatchA
LBL113804,BatchC
LBL113805,BatchA
LBL113806,BatchA
LBL113807,BatchA
LBL113808,BatchA
LBL113809,BatchC
LBL113810,BatchC
LBL113811,BatchC
LBL113812,BatchC
LBL113813,BatchC
LBL113814,BatchA
LBL113815,BatchB
LBL113816,BatchA
LBL113817,BatchB
LBL113818,BatchC
LBL113819,BatchC
LBL113820,BatchB
LBL113821,BatchC
LBL113822,BatchB
LBL113823,BatchA
LBL113824,BatchB
LBL113825,BatchC
LBL113826,BatchB
LBL113827,BatchC
LBL113828,BatchC
LBL113829,BatchB
LBL113830,BatchA
LBL113831,BatchB
LBL113832,BatchA
LBL113833,BatchB
LBL113834,BatchC
LBL113835,BatchB
LBL113836,BatchC
LBL113837,BatchB
LBL113838,BatchC
LBL113839,BatchA
LBL113840,BatchB
LBL113841,BatchA
LBL113842,BatchA
LBL113843,BatchA
LBL113844,BatchC
LBL113845,BatchC
LBL113846,BatchC
LBL113847,BatchB
LBL113848,BatchA
LBL113849,BatchB
LBL113850,BatchB
LBL113851,BatchA
LBL113852,BatchB
LBL113853,BatchB
LBL113854,BatchB
LBL113855,BatchC
LBL113856,BatchC
LBL113857,BatchC
LBL113858,BatchA
LBL113859,BatchC
LBL113860,BatchC
LBL113861,BatchB
LBL113862,BatchC
LBL113863,BatchC
LBL113864,BatchB
LBL113865,BatchA
LBL113866,BatchC
LBL113867,BatchA
LBL113868,BatchA
LBL113869,BatchB
LBL113870,BatchA
LBL113871,BatchB
LBL113872,BatchC
LBL113873,BatchC
LBL113874,BatchB
LBL113875,BatchB
LBL113876,BatchB
LBL113877,BatchA
LBL113878,BatchA
LBL113879,BatchB
LBL113880,BatchB
LBL113881,BatchA
LBL113882,BatchC
LBL113883,BatchB
LBL113884,BatchA
LBL113885,BatchB
LBL113886,BatchA
LBL113887,BatchC
LBL113888,BatchB
LBL113889,BatchA
LBL113890,BatchA
LBL113891,BatchA
LBL113892,BatchC
LBL113893,BatchC
LBL113894,BatchB
LBL113895,BatchC
LBL113896,BatchA
LBL113897,BatchA
LBL113898,BatchB
LBL113899,BatchA
LBL113900,BatchA
LBL113901,BatchA
LBL113902,BatchB
LBL113903,BatchA
LBL113904,BatchA
LBL113905,BatchC
LBL113906,BatchB
LBL113907,BatchB
LBL113908,BatchB
LBL113909,BatchB
LBL113910,BatchC
LBL113911,BatchC
LBL113912,BatchB
LBL113913,BatchC
LBL113914,BatchC
LBL113915,BatchB
LBL113916,BatchC
LBL113917,BatchC
LBL113918,BatchB
LBL113919,BatchB
LBL113920,BatchC
LBL113921,BatchA
LBL113922,BatchB
LBL113923,BatchA
LBL113924,BatchC
LBL113925,BatchB
LBL113926,BatchB
LBL113927,BatchC
LBL113928,BatchC
LBL113929,BatchB
LBL113930,BatchA
LBL113931,BatchC
LBL113932,BatchC
LBL113933,BatchB
LBL113934,BatchC
LBL113935,BatchA
LBL113936,BatchC
LBL113937,BatchB
LBL113938,BatchC
LBL113939,BatchB
LBL113940,BatchC
LBL113941,BatchA
LBL113942,BatchC
LBL113943,BatchA
LBL113944,BatchB
LBL113945,BatchA
LBL113946,BatchA
LBL113947,BatchC
LBL113948,BatchB
LBL113949,BatchC
LBL113950,BatchA
LBL113951,BatchC
LBL113952,BatchA
LBL113953,BatchA
LBL113954,BatchC
LBL113955,BatchC
LBL113956,BatchB
LBL113957,BatchC
LBL113958,BatchC
LBL113959,BatchC
LBL113960,BatchA
LBL113961,BatchC
LBL113962,BatchC
LBL113963,BatchA
LBL113964,BatchB
LBL113965,BatchA
LBL113966,BatchA
LBL113967,BatchC
LBL113968,BatchA
LBL113969,BatchC
LBL113970,BatchB
LBL113971,BatchB
LBL113972,BatchB
LBL113973,BatchC
LBL113974,BatchA
LBL113975,BatchA
LBL113976,BatchC
LBL113977,BatchA
LBL113978,BatchA
LBL113979,BatchC
LBL113980,BatchB
LBL113981,BatchC
LBL113982,BatchB
LBL113983,BatchB
LBL113984,BatchC
LBL113985,BatchB
LBL113986,BatchB
LBL113987,BatchB
LBL113988,BatchA
LBL113989,BatchA
LBL113990,BatchA
LBL113991,BatchA
LBL113992,BatchA
LBL113993,BatchA
LBL113994,BatchC
LBL113995,BatchB
LBL113996,BatchA
LBL113997,BatchC
LBL113998,BatchB
LBL113999,BatchA
LBL114000,BatchB
LBL114001,BatchC
LBL114002,BatchB
LBL114003,BatchC
LBL114004,BatchA
LBL114005,BatchA
LBL114006,BatchA
LBL114007,BatchA
LBL114008,BatchA
LBL114009,BatchB
LBL114010,BatchA
LBL114011,BatchA
LBL114012,BatchB
LBL114013,BatchA
LBL114014,BatchB
LBL114015,BatchA
LBL114016,BatchC
LBL114017,BatchB
LBL114018,BatchB
LBL114019,BatchC
LBL114020,BatchC
LBL114021,BatchB
LBL114022,BatchC
LBL114023,BatchA
LBL114024,BatchA
LBL114025,BatchB
LBL114026,BatchB
LBL114027,BatchC
LBL114028,BatchC
LBL114029,BatchC
LBL114030,BatchC
LBL114031,BatchB
LBL114032,BatchC
LBL114033,BatchC
LBL114034,BatchC
LBL114035,BatchC
LBL114036,BatchA
LBL114037,BatchC
LBL114038,BatchA
LBL114039,BatchB
LBL114040,BatchA
LBL114041,BatchC
LBL114042,BatchB
LBL114043,BatchC
LBL114044,BatchB
LBL114045,BatchA
LBL114046,BatchA
LBL114047,BatchA
LBL114048,BatchB
LBL114049,BatchC
LBL114050,BatchC
LBL114051,BatchC
LBL114052,BatchB
LBL114053,BatchC
LBL114054,BatchA
LBL114055,BatchB
LBL114056,BatchB
LBL114057,BatchB
LBL114058,BatchB
LBL114059,BatchB
LBL114060,BatchB
LBL114061,BatchA
LBL114062,BatchB
LBL114063,BatchB
LBL114064,BatchA
LBL114065,BatchA
LBL114066,BatchB
LBL114067,BatchA
LBL114068,BatchA
LBL114069,BatchC
LBL114070,BatchC
LBL114071,BatchA
LBL114072,BatchB
LBL114073,BatchB
LBL114074,BatchA
LBL114075,BatchB
LBL114076,BatchB
LBL114077,BatchC
LBL114078,BatchC
LBL114079,BatchB
LBL114080,BatchB
LBL114081,BatchB
LBL114082,BatchC
LBL114083,BatchC
LBL114084,BatchC
LBL114085,BatchA
LBL114086,BatchB
LBL114087,BatchC
LBL114088,BatchA
LBL114089,BatchC
LBL114090,BatchA
LBL114091,BatchC
LBL114092,BatchC
LBL114093,BatchA
LBL114094,BatchB
LBL114095,BatchC
LBL114096,BatchB
LBL114097,BatchC
LBL114098,BatchB
LBL114099,BatchB
LBL114100,BatchB
LBL114101,BatchC
LBL114102,BatchB
LBL114103,BatchC
LBL114104,BatchC
LBL114105,BatchC
LBL114106,BatchB
LBL114107,BatchC
LBL114108,BatchC
LBL114109,BatchB
LBL114110,BatchA
LBL114111,BatchC
LBL114112,BatchA
LBL114113,BatchA
LBL114114,BatchC
LBL114115,BatchA
LBL114116,BatchC
LBL114117,BatchA
LBL114118,BatchC
LBL114119,BatchC
LBL114120,BatchB
LBL114121,BatchA
LBL114122,BatchC
LBL114123,BatchC
LBL114124,BatchC
LBL114125,BatchC
LBL114126,BatchB
LBL114127,BatchC
LBL114128,BatchA
LBL114129,BatchB
LBL114130,BatchA
LBL114131,BatchB
LBL114132,BatchB
LBL114133,BatchA
LBL114134,BatchB
LBL114135,BatchA
LBL114136,BatchC
LBL114137,BatchC
LBL114138,BatchC
LBL114139,BatchB
LBL114140,BatchC
LBL114141,BatchB
LBL114142,BatchA
LBL114143,BatchC
LBL114144,BatchC
LBL114145,BatchA
LBL114146,BatchA
LBL114147,BatchB
LBL114148,BatchA
LBL114149,BatchB
LBL114150,BatchA
LBL114151,BatchA
LBL114152,BatchC
LBL114153,BatchB
LBL114154,BatchB
LBL114155,BatchA
LBL114156,BatchB
LBL114157,BatchA
LBL114158,BatchB
LBL114159,BatchC
LBL114160,BatchC
LBL114161,BatchA
LBL114162,BatchA
LBL114163,BatchC
LBL114164,BatchB
LBL114165,BatchC
LBL114166,BatchC
LBL114167,BatchB
LBL114168,BatchA
LBL114169,BatchB
LBL114170,BatchC
LBL114171,BatchB
LBL114172,BatchA
LBL114173,BatchC
LBL114174,BatchC
LBL114175,BatchB
LBL114176,BatchC
LBL114177,BatchC
LBL114178,BatchB
LBL114179,BatchA
LBL114180,BatchB
LBL114181,BatchA
LBL114182,BatchB
LBL114183,BatchB
LBL114184,BatchA
LBL114185,BatchA
LBL114186,BatchC
LBL114187,BatchC
LBL114188,BatchA
LBL114189,BatchB
LBL114190,BatchC
LBL114191,BatchA
LBL114192,BatchA
LBL114193,BatchC
LBL114194,BatchA
LBL114195,BatchB
LBL114196,BatchA
LBL114197,BatchC
LBL114198,BatchA
LBL114199,BatchB
LBL114200,BatchA
LBL114201,BatchC
LBL114202,BatchB
LBL114203,BatchC
LBL114204,BatchB
LBL114205,BatchB
LBL114206,BatchC
LBL114207,BatchA
LBL114208,BatchC
LBL114209,BatchB
LBL114210,BatchB
LBL114211,BatchC
LBL114212,BatchC
LBL114213,BatchC
LBL114214,BatchA
LBL114215,BatchB
LBL114216,BatchA
LBL114217,BatchB
LBL114218,BatchA
LBL114219,BatchA
LBL114220,BatchB
LBL114221,BatchB
LBL114222,BatchB
LBL114223,BatchA
LBL114224,BatchA
LBL114225,BatchB
LBL114226,BatchC
LBL114227,BatchC
LBL114228,BatchA
LBL114229,BatchA
LBL114230,BatchB
LBL114231,BatchB
LBL114232,BatchB
LBL114233,BatchB
LBL114234,BatchA
LBL114235,BatchC
LBL114236,BatchA
LBL114237,BatchA
LBL114238,BatchA
LBL114239,BatchB
LBL114240,BatchB
LBL114241,BatchB
LBL114242,BatchA
LBL114243,BatchC
LBL114244,BatchA
LBL114245,BatchA
LBL114246,BatchB
LBL114247,BatchC
LBL114248,BatchC
LBL114249,BatchA
LBL114250,BatchB
LBL114251,BatchB
LBL114252,BatchC
LBL114253,BatchA
LBL114254,BatchC
LBL114255,BatchB
LBL114256,BatchA
LBL114257,BatchB
LBL114258,BatchB
LBL114259,BatchA
LBL114260,BatchB
LBL114261,BatchB
LBL114262,BatchC
LBL114263,BatchC
LBL114264,BatchC
LBL114265,BatchB
LBL114266,BatchB
LBL114267,BatchA
LBL114268,BatchB
LBL114269,BatchC
LBL114270,BatchB
LBL114271,BatchA
LBL114272,BatchB
LBL114273,BatchB
LBL114274,BatchA
LBL114275,BatchB
LBL114276,BatchC
LBL114277,BatchC
LBL114278,BatchA
LBL114279,BatchB
LBL114280,BatchC
LBL114281,BatchC
LBL114282,BatchB
LBL114283,BatchA
LBL114284,BatchC
LBL114285,BatchB
LBL114286,BatchC
LBL114287,BatchC
LBL114288,BatchC
LBL114289,BatchC
LBL114290,BatchA
LBL114291,BatchA
LBL114292,BatchC
LBL114293,BatchB
LBL114294,BatchA
LBL114295,BatchB
LBL114296,BatchC
LBL114297,BatchB
LBL114298,BatchA
LBL114299,BatchC
LBL114300,BatchB
LBL114301,BatchB
LBL114302,BatchA
LBL114303,BatchA
LBL114304,BatchA
LBL114305,BatchC
LBL114306,BatchA
LBL114307,BatchA
LBL114308,BatchC
LBL114309,BatchC
LBL114310,BatchC
LBL114311,BatchC
LBL114312,BatchC
LBL114313,BatchB
LBL114314,BatchB
LBL114315,BatchB
LBL114316,BatchB
LBL114317,BatchC
LBL114318,BatchC
LBL114319,BatchB
LBL114320,BatchA
LBL114321,BatchC
LBL114322,BatchA
LBL114323,BatchC
LBL114324,BatchC
LBL114325,BatchB
LBL114326,BatchA
LBL114327,BatchA
LBL114328,BatchB
LBL114329,BatchA
LBL114330,BatchC
LBL114331,BatchB
LBL114332,BatchB
LBL114333,BatchA
LBL114334,BatchA
LBL114335,BatchB
LBL114336,BatchA
LBL114337,BatchA
LBL114338,BatchA
LBL114339,BatchC
LBL114340,BatchA
LBL114341,BatchA
LBL114342,BatchA
LBL114343,BatchB
LBL114344,BatchC
LBL114345,BatchB
LBL114346,BatchA
LBL114347,BatchC
LBL114348,BatchB
LBL114349,BatchC
LBL114350,BatchC
LBL114351,BatchA
LBL114352,BatchB
LBL114353,BatchB
LBL114354,BatchB
LBL114355,BatchB
LBL114356,BatchA
LBL114357,BatchB
LBL114358,BatchB
LBL114359,BatchB
LBL114360,BatchB
LBL114361,BatchB
LBL114362,BatchB
LBL114363,BatchA
LBL114364,BatchB
LBL114365,BatchC
LBL114366,BatchA
LBL114367,BatchC
LBL114368,BatchC
LBL114369,BatchC
LBL114370,BatchA
LBL114371,BatchA
LBL114372,BatchC
LBL114373,BatchA
LBL114374,BatchA
LBL114375,BatchC
LBL114376,BatchA
LBL114377,BatchC
LBL114378,BatchA
LBL114379,BatchB
LBL114380,BatchA
LBL114381,BatchB
LBL114382,BatchC
LBL114383,BatchA
LBL114384,BatchA
LBL114385,BatchC
LBL114386,BatchC
LBL114387,BatchB
LBL114388,BatchA
LBL114389,BatchA
LBL114390,BatchB
LBL114391,BatchB
LBL114392,BatchB
LBL114393,BatchA
LBL114394,BatchA
LBL114395,BatchC
LBL114396,BatchB
LBL114397,BatchB
LBL114398,BatchB
LBL114399,BatchB
LBL114400,BatchA
LBL114401,BatchA
LBL114402,BatchC
LBL114403,BatchB
LBL114404,BatchC
LBL114405,BatchB
LBL114406,BatchA
LBL114407,BatchC
LBL114408,BatchC
LBL114409,BatchB
LBL114410,BatchA
LBL114411,BatchA
LBL114412,BatchC
LBL114413,BatchA
LBL114414,BatchB
LBL114415,BatchC
LBL114416,BatchB
LBL114417,BatchA
LBL114418,BatchB
LBL114419,BatchC
LBL114420,BatchC
LBL114421,BatchA
LBL114422,BatchB
LBL114423,BatchB
LBL114424,BatchC
LBL114425,BatchC
LBL114426,BatchB
LBL114427,BatchB
LBL114428,BatchA
LBL114429,BatchA
LBL114430,BatchC
LBL114431,BatchA
LBL114432,BatchB
LBL114433,BatchB
LBL114434,BatchB
LBL114435,BatchA
LBL114436,BatchB
LBL114437,BatchB
LBL114438,BatchA
LBL114439,BatchA
LBL114440,BatchB
LBL114441,BatchB
LBL114442,BatchC
LBL114443,BatchB
LBL114444,BatchC
LBL114445,BatchB
LBL114446,BatchC
LBL114447,BatchC
LBL114448,BatchC
LBL114449,BatchB
LBL114450,BatchC
LBL114451,BatchA
LBL114452,BatchC
LBL114453,BatchA
LBL114454,BatchB
LBL114455,BatchA
LBL114456,BatchC
LBL114457,BatchA
LBL114458,BatchA
LBL114459,BatchB
LBL114460,BatchB
LBL114461,BatchA
LBL114462,BatchC
LBL114463,BatchB
LBL114464,BatchB
LBL114465,BatchB
LBL114466,BatchB
LBL114467,BatchC
LBL114468,BatchB
LBL114469,BatchC
LBL114470,BatchC
LBL114471,BatchB
LBL114472,BatchA
LBL114473,BatchC
LBL114474,BatchA
LBL114475,BatchC
LBL114476,BatchB
LBL114477,BatchB
LBL114478,BatchB
LBL114479,BatchB
LBL114480,BatchB
LBL114481,BatchC
LBL114482,BatchA
LBL114483,BatchA
LBL114484,BatchA
LBL114485,BatchB
LBL114486,BatchA
LBL114487,BatchA
LBL114488,BatchB
LBL114489,BatchB
LBL114490,BatchC
LBL114491,BatchA
